card_name,cards_unit,price,original_price,href_url,img_url
奥迪A6L 2024款 55 TFSI quattro 尊享动感型,0.01万公里／未上牌／上海／2年黄金会员,42.88万,60.67万,/dealer/513409/49592723.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
红杉 2023款 3.5T 美规版,0.01万公里／未上牌／成都／5年黄金会员,99.80万,,/dealer/377645/48484007.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
Model Y 2021款 标准续航后驱版,3.1万公里／2022-01／合肥／1年会员,17.30万,31.67万,/dealer/560917/49662863.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
海拉克斯 2022款 2.8T 柴油版,0.01万公里／未上牌／广州／4年黄金会员,38.80万,,/dealer/418007/48707410.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
蔚来EC6 2020款 605KM 运动版,5.5万公里／2021-05／上海／7年钻石会员,15.60万,47.33万,/dealer/310510/49512097.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪Q5 2013款 40 TFSI 技术型,8万公里／2013-05／武汉／2年会员,6.80万,46.41万,/dealer/502618/49463857.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
极氪001 2023款 WE版 100kWh,1.5万公里／2023-03／佛山／5年钻石会员,21.98万,32.56万,/dealer/356220/49740216.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪A6L 2017款 TFSI 技术型,8.9万公里／2017-12／郑州／3年会员,14.98万,45.46万,/dealer/459061/49602540.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
凯迪拉克XT4 2021款 28T 两驱领先型,4万公里／2021-09／乌鲁木齐／1年黄金会员,14.90万,31.45万,/dealer/552479/49725290.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
格瑞维亚 2023款 2.5L混动 尊贵PLUS版,0.49万公里／2023-08／临沂／3年黄金会员,28.00万,38.73万,/dealer/483077/49717723.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
海豹 2022款 700km 长续航后驱版,0.7万公里／2022-09／武汉／1年会员,16.58万,28.53万,/dealer/533142/49731005.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马X5 M 2023款 X5 M 雷霆版,0.19万公里／2023-10／杭州／1年钻石会员,130.00万,157.27万,/dealer/556456/49611570.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
Levante 2022款 2.0T GT锋芒版,2万公里／2022-01／福州／6年黄金会员,58.00万,94.09万,/dealer/347655/49677730.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
岚图FREE 2021款 四驱标准增程专属豪华套装,0.8万公里／2022-03／武汉／1年会员,13.88万,36.21万,/dealer/533093/49584160.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
途观X 2022款 330TSI 两驱旗舰版,1.4万公里／2022-11／南京／1年黄金会员,14.58万,27.56万,/dealer/550540/49537463.html?pvareaid=110520&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪A6L 2019款 45 TFSI 臻选动感型,4.6万公里／2019-09／武汉／1年会员,18.80万,47.09万,/dealer/561906/49731938.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
坦克300 2022款 2.0T 坦克游侠,2.1万公里／2022-10／宁波／1年会员,16.80万,27.55万,/dealer/558135/49499078.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
塔库玛 2023款 3.5T 墨规版,0.01万公里／未上牌／广州／4年黄金会员,42.80万,,/dealer/418007/48482158.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
普拉多 2010款 4.0L 自动VX NAVI,8万公里／2010-09／成都／11年会员,21.50万,75.77万,/dealer/107932/49658203.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
科鲁泽 2020款 轻混 RS 330T 自动畅快版 ,3.9万公里／2021-04／南宁／4年黄金会员,5.18万,12.80万,/dealer/410098/49677669.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪S8 2016款 S8 4.0TFSI quattro,6.7万公里／2017-12／昆明／5年黄金会员,65.50万,215.79万,/dealer/354567/47756752.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
别克GL8 2021款 陆上公务舱 652T 豪华型,4.9万公里／2021-11／福州／1年会员,17.98万,28.10万,/dealer/523801/49450352.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马X5(进口) 2018款 xDrive35i M运动豪华型,7万公里／2019-07／佛山／1年会员,33.80万,96.60万,/dealer/562549/49734719.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪A6(进口) 2018款 3.0T allroad quattro,10万公里／2019-01／东莞／7年黄金会员,24.88万,59.35万,/dealer/300661/49617026.html?pvareaid=110520&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
逸达 2023款 蓝鲸NE 1.5T GDI DCT畅享版,1万公里／2023-02／武汉／2年会员,抢购价4.88万,已降1.5万,/dealer/513578/49744428.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马X5(进口) 2020款 xDrive40i M运动套装,6万公里／2020-11／深圳／5年会员,43.80万,82.48万,/dealer/359194/49354614.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
保时捷911 2020款 Targa 4 3.0T,2万公里／2021-08／南京／8年黄金会员,132.80万,162.71万,/dealer/263857/49716685.html?pvareaid=110520&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
凯迪拉克XT4 2021款 28T 两驱豪华型,2.3万公里／2021-08／嘉兴／1年黄金会员,12.98万,30.36万,/dealer/553735/49140972.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
一汽-大众CC 2021款 380TSI 耀目版,2.1万公里／2021-06／武汉／1年会员,14.58万,31.79万,/dealer/533093/49698429.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马X5 2023款 xDrive 30Li 尊享型M运动套装,1.2万公里／2023-04／北京／1年会员,51.00万,70.01万,/dealer/531061/49703333.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪A4L 2019款 40 TFSI 时尚型 国VI,6万公里／2019-06／无锡／7年会员,15.60万,36.45万,/dealer/306833/49504600.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪Q8 2019款 55 TFSI 尊享动感型,2万公里／2020-07／郑州／1年会员,45.80万,110.59万,/dealer/560072/49713918.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
伊兰特 2021款 1.5L CVT LUX尊贵版,1.3万公里／2022-01／福州／7年会员,5.68万,13.44万,/dealer/324391/49405926.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
阿斯顿・马丁DB11 2019款 4.0T V8 Coupe,2.2万公里／2018-05／上海／3年黑金会员,137.80万,239.67万,/dealer/466883/49746424.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//2sc2.autoimg.cn/escimg/g24/M06/BB/14/440x330_q87_c42_autohomecar__Chtk3WWGfDeAfVSvAAGhlT1BdKg912.jpg
蔚来ET7 2022款 100kWh 首发版,7.7万公里／2022-03／广州／1年黄金会员,21.98万,58.18万,/dealer/535562/49745812.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//2sc2.autoimg.cn/escimg/g24/M03/BA/98/440x330_q87_c42_autohomecar__Chtk3WWGbUKAZMd-AAhvjWXhNAA036.jpg
汉兰达 2013款 2.7L 两驱7座紫金版,13万公里／2013-04／佛山／1年会员,8.55万,35.69万,/dealer/537838/49680749.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//2sc2.autoimg.cn/escimg/g30/M06/E3/63/440x330_q87_c42_autohomecar__ChxknGV6xHuAVAnwAAwd_uNmm4s655.jpg
奔驰C级 2015款 C 200 L 运动型,7万公里／2015-03／武汉／1年会员,8.20万,40.05万,/dealer/558156/49744704.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//2sc2.autoimg.cn/escimg/g28/M00/6D/DA/440x330_q87_c42_autohomecar__CjIFVGWGUOiAKF7wAAKzR3A9syA621.jpg
红旗E-HS9 2021款 510km 旗畅版 六座,4.5万公里／2021-09／绍兴／1年黄金会员,29.86万,69.45万,/dealer/554789/49680201.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//2sc2.autoimg.cn/escimg/g30/M03/DF/F7/440x330_q87_c42_autohomecar__ChxknGV6u-iALjmwAAZ8yRGuXPg582.jpg
思皓曜 2021款 1.5TGDI DCT风轻版,2万公里／2021-11／宁波／1年会员,4.08万,10.72万,/dealer/554903/49685660.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//2sc2.autoimg.cn/escimg/g30/M02/7B/17/440x330_q87_c42_autohomecar__CjIFU2V73IKASsHmAAK0db7zZAQ324.jpg
宝马4系 2014款 435i 豪华设计套装,4.6万公里／2016-01／济南／8年会员,21.80万,76.85万,/dealer/250462/49585248.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//2sc2.autoimg.cn/escimg/g30/M05/C7/6B/440x330_q87_c42_autohomecar__CjIFU2Vr-GaAS3EhAAhpaLBzsvA352.jpg
Model 3 2020款 标准续航后驱升级版,4.5万公里／2021-01／广州／2年会员,13.80万,31.67万,/dealer/514628/49418492.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
花仙子 2022款 花仙子款 向日葵,1.1万公里／2022-10／宁波／1年会员,3.80万,9.32万,/dealer/557609/49647634.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马M2 2023款 M2,0.01万公里／未上牌／上海／2年黄金会员,50.80万,65.02万,/dealer/513409/49697425.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
凯迪拉克CT5 2022款 28T 豪华型,2.3万公里／2021-12／成都／1年会员,13.55万,32.53万,/dealer/559753/49729899.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪S4 2020款 S4 3.0TFSI,3万公里／2021-07／南京／3年会员,33.90万,50.89万,/dealer/487471/49713456.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
速腾 2023款 300TSI DSG超越版,0.5万公里／2023-03／成都／3年会员,10.80万,17.25万,/dealer/489510/49617897.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
红杉 2023款 3.5L 自动,0.01万公里／未上牌／广州／4年黄金会员,120.00万,,/dealer/418007/49082340.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
MG ONE 2022款 α-数智运动系列 1.5T 标准版,1万公里／2022-10／东莞／5年会员,8.38万,12.79万,/dealer/367051/49726011.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奔驰A级 2020款 A 200 L 运动轿车,5.8万公里／2020-09／重庆／1年黄金会员,13.50万,28.74万,/dealer/552788/49076201.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
ID.4 X 2021款 Pure+ 纯净长续航版,3.9万公里／2021-11／石家庄／2年黄金会员,12.88万,23.86万,/dealer/509013/49593561.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奔驰CLA 2018款 CLA 200 时尚型,4万公里／2018-10／长沙／1年会员,11.28万,29.83万,/dealer/552287/49636903.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
Model Y 2022款 改款 后轮驱动版,1.2万公里／2022-06／泉州／1年会员,19.00万,28.65万,/dealer/532606/49651112.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马4系 2017款 425i Gran Coupe 领先型M运动套装,5.4万公里／2019-07／海口／4年黄金会员,22.77万,39.06万,/dealer/425142/49699306.html?pvareaid=110520&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奔驰GLB 2021款 GLB 200 时尚型,1.8万公里／2021-05／武汉／1年会员,17.58万,35.69万,/dealer/533093/49719289.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马3系(进口) 2011款 320i敞篷轿跑版,8万公里／2012-06／宁波／1年会员,7.52万,63.39万,/dealer/552633/49638487.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
小鹏P7 2023款 P7i 702 Max,1.5万公里／2023-03／长沙／3年黄金会员,20.50万,29.30万,/dealer/483833/49694718.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马X2 2020款 sDrive25i 领先型M越野套装,3万公里／2020-08／武汉／4年黄金会员,9.78万,31.46万,/dealer/426643/49721378.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪A4(进口) 2020款 Avant 先锋派 40 TFSI 时尚动感型,1.5万公里／2020-09／淄博／3年会员,23.58万,37.10万,/dealer/451757/49054540.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪A7 2023款 55 TFSI quattro 尊享型,0.01万公里／未上牌／上海／2年黄金会员,68.50万,85.19万,/dealer/513409/49363878.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
伊兰特 2021款 1.5L CVT TOP旗舰版,2万公里／2021-04／武汉／3年会员,5.58万,14.52万,/dealer/458173/49744693.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪RS 3 2017款 RS 3 2.5T Limousine,3.2万公里／2018-03／成都／3年会员,38.18万,55.77万,/dealer/486757/48660952.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马5系 2017款 525Li 豪华设计套装,5万公里／2017-05／青岛／2年会员,18.50万,54.23万,/dealer/506971/49496998.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
领克03 2022款 03+ Cyan 定制版性能套装,0.7万公里／2022-06／乌鲁木齐／10年会员,19.00万,27.87万,/dealer/134727/48553337.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
领克03 2023款 03+ 2.0TD 自动性能套装,1万公里／2023-01／嘉兴／5年黄金会员,19.98万,24.84万,/dealer/357819/49359987.html?pvareaid=110520&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪A4L 2013款 35 TFSI 自动技术型,12万公里／2012-12／长沙／2年会员,5.48万,40.14万,/dealer/505294/49717922.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪A7L 2024款 45 TFSI quattro S-line 黑武士版,0.01万公里／未上牌／上海／2年黄金会员,37.50万,51.96万,/dealer/513409/49666518.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马X5(进口) 2018款 xDrive35i M运动豪华型,7.3万公里／2019-09／长沙／5年会员,33.80万,96.60万,/dealer/360241/49563661.html?pvareaid=110520&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马7系 2023款 735Li 豪华套装,0.01万公里／2023-12／北京／12年钻石会员,76.80万,99.75万,/dealer/80446/49641837.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪A7 2017款 50 TFSI quattro 舒适型,11万公里／2017-07／济南／3年会员,27.80万,88.79万,/dealer/484415/49732746.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
荣威iMAX8 2021款 400TGI Supreme系列尊荣版,1.8万公里／2021-01／成都／1年会员,12.88万,24.29万,/dealer/556032/49702236.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马X6 M 2023款 X6 M 雷霆版,0.01万公里／未上牌／上海／1年黄金会员,131.00万,159.44万,/dealer/533764/48862332.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
AION S 2019款 炫 630,3万公里／2019-12／莆田／6年黄金会员,5.50万,16.69万,/dealer/353538/49729355.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
沃尔沃V60 2020款 T4 智逸豪华版,2.2万公里／2020-05／南京／4年黄金会员,20.70万,36.90万,/dealer/408100/49532402.html?pvareaid=110520&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马5系 2019款 530Li 领先型 M运动套装,8万公里／2019-01／福州／1年黄金会员,20.98万,50.36万,/dealer/529616/49395275.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
探险者 2020款 EcoBoost 285 四驱风尚版 6座,3.3万公里／2021-01／哈尔滨／4年黄金会员,19.99万,35.80万,/dealer/420648/49618586.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪A5 2017款 Coupe 40 TFSI 时尚型,5.7万公里／2019-03／南宁／7年黄金会员,23.80万,40.14万,/dealer/319047/48767701.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
雷克萨斯GX 2022款 460 美规版,1.96万公里／2022-07／南宁／10年钻石会员,89.80万,,/dealer/158781/49554089.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
MINI CLUBMAN 2013款 1.6T COOPER S Bond Street,9万公里／2014-08／北京／3年黄金会员,15.50万,42.22万,/dealer/467547/49310867.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马X4 2019款 xDrive30i M运动套装,4万公里／2020-05／沈阳／1年黄金会员,24.58万,59.25万,/dealer/547784/49634267.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马4系 2019款 430i M运动曜夜版,4.2万公里／2020-01／深圳／4年会员,22.80万,48.82万,/dealer/409454/49718014.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奔驰A级 2020款 改款二 A 180 L 运动轿车,4.9万公里／2020-08／东莞／4年黄金会员,13.68万,25.27万,/dealer/426050/49705189.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
上汽大通MAXUS V90 2020款 2.0TAMT运杰版前驱后单胎短轴中顶6座,5.2万公里／2021-03／石家庄／3年黄金会员,11.85万,17.02万,/dealer/447381/49507271.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
英仕派 2019款 260TURBO 精悦版 国V,7万公里／2019-04／宁波／2年黄金会员,8.66万,22.77万,/dealer/496851/49549300.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
冒险家 2022款 2.0T 两驱尊享版,2.4万公里／2022-01／宁波／1年会员,15.80万,28.20万,/dealer/560056/49620666.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
蒙迪欧 2022款 EcoBoost 245 豪华型,1.1万公里／2022-10／南京／4年黄金会员,12.68万,19.52万,/dealer/433975/49740200.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
宝马5系 2011款 520Li 典雅型,10万公里／2011-08／深圳／1年会员,7.80万,45.44万,/dealer/559592/49648460.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪A7 2023款 55 TFSI quattro 尊享型,0.01万公里／未上牌／上海／2年黄金会员,69.80万,85.19万,/dealer/513409/49013627.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
本田UR-V 2023款 370TURBO 两驱尊雅版,0.03万公里／2023-11／泉州／3年黄金会员,23.00万,30.37万,/dealer/445733/49644832.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
探岳 2020款 330TSI 两驱豪华智联版,2.29万公里／2020-10／武汉／1年会员,9.88万,23.98万,/dealer/533093/49704450.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//x.autoimg.cn/2scimg/m/20221226/default-220x165.png
奥迪SQ5 Sportback 2023款 3.0 TFSI quattro,0.01万公里／2023-07／上海／11年钻石会员,54.98万,69.34万,/dealer/102565/48685905.html?pvareaid=100519&userpid=0&usercid=0&offertype=&offertag=0&activitycartype=0&fromsxmlist=0,//2sc2.autoimg.cn/escimg/g27/M07/B6/92/440x330_q87_c42_autohomecar__ChxkmWTTT9eAPfNZAAI-Dy3VJ1o648.jpg
